time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,pressure_msl,precipitation,cloudcover,day_of_week,month,log_pm10,log_pm2_5,log_carbon_monoxide,log_nitrogen_dioxide,log_sulphur_dioxide,log_wind_speed_10m,log_cloudcover,AQI,hour,day,AQI_change_rate,AQI_rolling_mean_3hr,AQI_rolling_mean_6hr,PM2_5_rolling_mean_3hr,PM10_rolling_mean_3hr,temp_wind,humidity_pressure
2024-10-01 00:00:00,147.37,122.47,2990.72,93.22,7.09,0.31,24.6,73.0,7.3,1007.3,0.0,0.0,Tuesday,10,5.0,4.82,8.0,4.55,2.09,2.12,0.0,185.579,0,1,0.0,185.579,185.579,122.47,147.37,179.58,0.072
2024-10-01 01:00:00,136.25,113.73,2429.96,78.83,6.02,4.6,23.3,77.0,6.6,1006.8,0.0,0.0,Tuesday,10,4.92,4.74,7.8,4.38,1.95,2.03,0.0,181.066,1,1,-4.513,183.322,183.322,118.1,141.81,153.78,0.076
2024-10-01 02:00:00,122.54,101.89,1949.31,56.89,5.25,21.64,23.5,71.0,8.1,1006.0,0.0,0.0,Tuesday,10,4.82,4.63,7.58,4.06,1.83,2.21,0.0,174.953,2,1,-6.113,180.533,180.533,112.697,135.387,190.35,0.071
2024-10-01 03:00:00,104.86,86.18,1548.77,38.73,4.59,38.27,24.0,66.0,8.3,1005.8,0.0,0.0,Tuesday,10,4.66,4.47,7.35,3.68,1.72,2.23,0.0,166.841,3,1,-8.112,174.287,177.11,100.6,121.217,199.2,0.066
2024-10-01 04:00:00,91.56,74.04,1308.44,29.82,4.05,37.55,23.8,67.0,8.2,1005.8,0.0,0.0,Tuesday,10,4.53,4.32,7.18,3.43,1.62,2.22,0.0,160.573,4,1,-6.268,167.456,173.802,87.37,106.32,195.16,0.067
2024-10-01 05:00:00,82.93,65.99,1214.98,28.1,3.93,30.4,22.8,72.0,8.9,1005.9,0.0,0.0,Tuesday,10,4.43,4.2,7.1,3.37,1.6,2.29,0.0,156.416,5,1,-4.156,161.277,170.905,75.403,93.117,202.92,0.072
2024-10-01 06:00:00,79.13,61.37,1308.44,34.96,4.59,15.74,23.6,72.0,7.9,1005.9,0.0,0.0,Tuesday,10,4.38,4.13,7.18,3.58,1.72,2.19,0.0,154.031,6,1,-2.385,157.007,165.647,67.133,84.54,186.44,0.072
2024-10-01 07:00:00,87.57,66.54,1895.9,47.98,6.5,1.56,24.9,72.0,6.2,1006.4,0.0,0.0,Tuesday,10,4.48,4.21,7.55,3.89,2.01,1.97,0.0,156.7,7,1,2.669,155.716,161.586,64.633,83.21,154.38,0.072
2024-10-01 08:00:00,99.89,75.6,2803.8,56.21,8.46,6.35,26.4,66.0,8.6,1006.9,0.0,0.0,Tuesday,10,4.61,4.34,7.94,4.05,2.25,2.26,0.0,161.378,8,1,4.678,157.37,159.323,67.837,88.863,227.04,0.066
2024-10-01 09:00:00,93.55,69.95,2696.99,66.49,9.78,22.89,27.0,68.0,9.7,1007.2,0.0,0.0,Tuesday,10,4.55,4.26,7.9,4.21,2.38,2.37,0.0,158.461,9,1,-2.917,158.847,157.927,70.697,93.67,261.9,0.068
2024-10-01 10:00:00,91.97,68.37,2510.07,69.92,10.61,51.5,28.4,61.0,11.6,1007.3,0.0,0.0,Tuesday,10,4.53,4.24,7.83,4.26,2.45,2.53,0.0,157.645,10,1,-0.816,159.162,157.439,71.307,95.137,329.44,0.061
2024-10-01 11:00:00,88.92,66.11,2002.72,58.26,10.85,113.01,29.4,56.0,12.0,1006.8,0.0,0.0,Tuesday,10,4.5,4.21,7.6,4.08,2.47,2.56,0.0,156.478,11,1,-1.167,157.528,157.449,68.143,91.48,352.8,0.056
2024-10-01 12:00:00,71.72,49.42,934.6,16.96,15.5,188.83,30.1,55.0,11.9,1005.9,0.0,0.0,Tuesday,10,4.29,3.92,6.84,2.89,2.8,2.56,0.0,135.275,12,1,-21.203,149.8,154.323,61.3,84.203,358.19,0.055
2024-10-01 13:00:00,77.01,52.42,821.11,10.88,16.69,214.58,30.6,55.0,10.3,1005.1,0.0,0.0,Tuesday,10,4.36,3.98,6.71,2.47,2.87,2.42,0.0,142.662,13,1,7.387,144.805,151.983,55.983,79.217,315.18,0.055
2024-10-01 14:00:00,80.9,54.32,827.79,10.8,18.84,226.02,31.0,50.0,8.8,1004.1,0.0,0.0,Tuesday,10,4.41,4.01,6.72,2.47,2.99,2.28,0.0,147.341,14,1,4.678,141.759,149.644,52.053,76.543,272.8,0.05
2024-10-01 15:00:00,95.57,66.68,1361.85,36.67,13.83,200.27,31.1,48.0,7.9,1003.8,0.0,0.0,Tuesday,10,4.57,4.21,7.22,3.63,2.7,2.19,0.0,156.773,15,1,9.432,148.925,149.362,57.807,84.493,245.69,0.048
2024-10-01 16:00:00,117.9,87.11,2243.04,78.83,10.61,151.63,30.5,51.0,6.1,1003.5,0.0,1.0,Tuesday,10,4.78,4.48,7.72,4.38,2.45,1.96,0.69,167.321,16,1,10.549,157.145,150.975,69.37,98.123,186.05,0.051
2024-10-01 17:00:00,135.06,102.06,3177.64,131.61,10.85,76.53,29.1,64.0,3.0,1003.8,0.0,1.0,Tuesday,10,4.91,4.64,8.06,4.89,2.47,1.39,0.69,175.04,17,1,7.719,166.378,154.069,85.283,116.177,87.3,0.064
2024-10-01 18:00:00,160.53,124.05,4592.9,189.445,15.5,7.06,26.2,69.0,5.2,1004.3,0.0,1.0,Tuesday,10,5.08,4.83,8.43,5.25,2.8,1.82,0.69,186.395,18,1,11.354,176.252,162.589,104.407,137.83,136.24,0.069
2024-10-01 19:00:00,198.88,157.52,5888.17,189.445,22.17,0.0,25.3,63.0,4.6,1004.7,0.0,0.0,Tuesday,10,5.3,5.07,8.68,5.25,3.14,1.72,0.0,207.957,19,1,21.562,189.797,173.471,127.877,164.823,116.38,0.063
2024-10-01 20:00:00,235.56,189.09,5888.17,189.445,27.42,0.0,25.0,56.0,5.1,1005.2,0.0,0.0,Tuesday,10,5.47,5.25,8.68,5.25,3.35,1.81,0.0,239.242,20,1,31.286,211.198,188.788,156.887,198.323,127.5,0.056
2024-10-01 21:00:00,279.74,225.58,5888.17,189.445,28.815,0.0,25.6,53.0,5.5,1005.4,0.0,0.0,Tuesday,10,5.64,5.42,8.68,5.25,3.4,1.87,0.0,275.402,21,1,36.16,240.867,208.56,190.73,238.06,140.8,0.053
2024-10-01 22:00:00,282.63,225.58,5888.17,189.445,28.815,0.0,27.9,41.0,5.0,1005.3,0.0,0.0,Tuesday,10,5.65,5.42,8.68,5.25,3.4,1.79,0.0,275.402,22,1,0.0,263.349,226.573,213.416,265.978,139.5,0.041
2024-10-01 23:00:00,282.63,225.58,5888.17,189.445,28.815,0.0,30.3,31.0,1.9,1005.3,0.0,0.0,Tuesday,10,5.65,5.42,8.68,5.25,3.4,1.06,0.0,275.402,23,1,0.0,275.402,243.3,225.579,281.668,57.57,0.031
2024-10-02 00:00:00,282.63,225.58,5888.17,189.445,28.815,0.0,30.1,31.0,1.9,1005.4,0.0,0.0,Wednesday,10,5.65,5.42,8.68,5.25,3.4,1.06,0.0,275.402,0,2,0.0,275.402,258.135,225.579,282.633,57.19,0.031
2024-10-02 01:00:00,282.63,225.58,5888.17,189.445,28.815,0.0,30.1,32.0,1.7,1005.2,0.0,0.0,Wednesday,10,5.65,5.42,8.68,5.25,3.4,0.99,0.0,275.402,1,2,0.0,275.402,269.376,225.579,282.633,57.19,0.032
2024-10-02 02:00:00,268.14,206.98,5821.23,189.445,28.815,0.0,29.0,35.0,3.9,1005.0,0.0,0.0,Wednesday,10,5.6,5.34,8.67,5.25,3.4,1.59,0.0,256.971,2,2,-18.431,269.259,272.33,219.379,277.802,49.3,0.035
2024-10-02 03:00:00,243.23,186.23,4806.52,157.65,28.815,0.01,28.8,36.0,1.1,1004.9,0.0,0.0,Wednesday,10,5.5,5.23,8.48,5.07,3.4,0.74,0.0,236.408,3,2,-20.563,256.261,265.831,206.263,264.667,112.32,0.036
2024-10-02 04:00:00,219.98,166.46,3898.62,128.87,26.94,0.13,29.0,37.0,2.7,1005.1,0.0,0.0,Wednesday,10,5.4,5.12,8.27,4.87,3.33,1.31,0.0,216.816,4,2,-19.592,236.732,256.067,186.557,243.783,31.9,0.037
2024-10-02 05:00:00,199.69,148.22,3231.05,101.45,24.56,0.47,28.8,38.0,4.4,1005.4,0.0,0.0,Wednesday,10,5.3,5.01,8.08,4.63,3.24,1.69,0.0,198.874,5,2,-17.942,217.366,243.312,166.97,220.967,77.76,0.038
2024-10-02 06:00:00,177.49,127.13,2670.29,75.4,19.55,0.73,24.1,59.0,7.4,1006.3,0.0,0.0,Wednesday,10,5.18,4.85,7.89,4.34,3.02,2.13,0.0,187.985,6,2,-10.889,201.225,228.743,147.27,199.053,106.04,0.059
2024-10-02 07:00:00,176.89,125.33,3070.83,69.92,17.4,0.66,25.6,58.0,6.5,1006.7,0.0,0.0,Wednesday,10,5.18,4.84,8.03,4.26,2.91,2.01,0.0,187.056,7,2,-0.929,191.305,214.018,133.56,184.69,189.44,0.058
2024-10-02 08:00:00,198.4,143.81,4379.27,80.88,19.07,5.81,28.5,50.0,4.8,1007.3,0.0,0.0,Wednesday,10,5.3,4.98,8.38,4.41,3.0,1.76,0.0,196.597,8,2,9.542,190.546,203.956,132.09,184.26,185.25,0.05
2024-10-02 09:00:00,207.18,153.51,4539.49,102.82,20.5,20.92,29.1,46.0,3.5,1007.7,0.0,0.0,Wednesday,10,5.34,5.04,8.42,4.64,3.07,1.5,0.0,203.983,9,2,7.386,195.879,198.552,140.883,194.157,139.68,0.046
2024-10-02 10:00:00,241.46,186.64,4966.74,138.46,22.17,49.35,29.6,47.0,2.5,1008.1,0.0,0.0,Wednesday,10,5.49,5.23,8.51,4.94,3.14,1.25,0.0,236.814,10,2,32.832,212.465,201.885,161.32,215.68,103.6,0.047
2024-10-02 11:00:00,282.63,225.58,5287.17,165.88,24.32,117.3,30.0,50.0,4.2,1007.7,0.0,0.0,Wednesday,10,5.65,5.42,8.57,5.12,3.23,1.65,0.0,275.402,11,2,38.588,238.733,214.64,188.576,243.758,75.0,0.05
2024-10-02 12:00:00,170.84,131.62,1789.09,47.98,28.815,251.77,30.5,52.0,6.7,1006.9,0.0,0.0,Wednesday,10,5.15,4.89,7.49,3.89,3.4,2.04,0.0,190.303,12,2,-85.099,234.173,215.026,181.28,231.644,128.1,0.052
2024-10-02 13:00:00,151.17,113.68,1241.68,23.65,28.815,257.815,31.0,50.0,8.1,1006.2,0.0,0.0,Wednesday,10,5.02,4.74,7.13,3.2,3.4,2.21,0.0,181.04,13,2,-9.263,215.582,214.023,156.96,201.548,207.7,0.05
2024-10-02 14:00:00,140.7,102.69,1094.82,16.11,28.815,257.815,31.3,47.0,7.9,1005.2,0.0,0.0,Wednesday,10,4.95,4.64,7.0,2.84,3.4,2.19,0.0,175.366,14,2,-5.674,182.236,210.485,115.997,154.237,253.53,0.047
2024-10-02 15:00:00,139.86,101.7,1668.93,47.98,26.94,243.19,31.2,46.0,7.9,1004.6,0.0,0.0,Wednesday,10,4.95,4.63,7.42,3.89,3.33,2.19,0.0,174.855,15,2,-0.511,177.087,205.63,106.023,143.91,246.48,0.046
2024-10-02 16:00:00,151.59,111.95,2670.29,98.71,17.88,158.79,30.7,46.0,6.4,1004.2,0.0,1.0,Wednesday,10,5.03,4.73,7.89,4.6,2.94,2.0,0.69,180.147,16,2,5.292,176.789,196.186,105.447,144.05,242.53,0.046
2024-10-02 17:00:00,161.67,120.2,3791.81,159.03,15.26,62.23,29.1,62.0,3.5,1003.9,0.0,1.0,Wednesday,10,5.09,4.8,8.24,5.08,2.79,1.5,0.69,184.407,17,2,4.26,179.803,181.02,111.283,151.04,186.24,0.062
2024-10-02 18:00:00,181.11,136.28,5233.76,189.445,17.64,2.68,26.3,70.0,5.4,1004.6,0.0,0.0,Wednesday,10,5.2,4.92,8.56,5.25,2.93,1.86,0.0,192.709,18,2,8.303,185.754,181.421,122.81,164.79,92.05,0.07
2024-10-02 19:00:00,205.49,156.71,5888.17,189.445,21.46,0.0,25.5,69.0,4.6,1004.5,0.0,0.0,Wednesday,10,5.33,5.06,8.68,5.25,3.11,1.72,0.0,207.154,19,2,14.445,194.757,185.773,137.73,182.757,137.7,0.069
2024-10-02 20:00:00,218.32,166.05,5767.82,172.73,22.89,0.0,25.1,67.0,5.8,1004.9,0.0,0.0,Wednesday,10,5.39,5.12,8.66,5.16,3.17,1.92,0.0,216.41,20,2,9.256,205.424,192.614,153.013,201.64,115.46,0.067
2024-10-02 21:00:00,233.18,177.88,5767.82,168.62,24.8,0.0,24.7,67.0,7.7,1005.0,0.0,0.0,Wednesday,10,5.46,5.19,8.66,5.13,3.25,2.16,0.0,228.133,21,2,11.723,217.232,201.493,166.88,218.997,143.26,0.067
2024-10-02 22:00:00,243.96,186.8,5767.82,161.77,25.03,0.0,24.4,67.0,9.4,1005.1,0.0,0.0,Wednesday,10,5.5,5.24,8.66,5.09,3.26,2.34,0.0,236.973,22,2,8.84,227.172,210.964,176.91,231.82,187.88,0.067
2024-10-02 23:00:00,237.0,180.09,5340.58,142.57,20.74,0.0,24.4,64.0,9.9,1004.9,0.0,0.0,Wednesday,10,5.47,5.2,8.58,4.97,3.08,2.39,0.0,230.323,23,2,-6.65,231.81,218.617,181.59,238.047,229.36,0.064
2024-10-03 00:00:00,206.74,154.5,4432.68,117.9,13.83,0.0,24.1,61.0,10.6,1004.6,0.0,0.0,Thursday,10,5.34,5.05,8.4,4.78,2.7,2.45,0.0,204.964,0,3,-25.359,224.087,220.66,173.797,229.233,238.59,0.061
2024-10-03 01:00:00,180.04,132.71,3524.78,100.08,10.61,0.02,23.5,62.0,11.1,1004.3,0.0,0.0,Thursday,10,5.2,4.9,8.17,4.62,2.45,2.49,0.0,190.866,1,3,-14.098,208.718,217.945,155.767,207.927,249.1,0.062
2024-10-03 02:00:00,162.46,118.86,2803.8,85.0,9.54,0.73,23.5,61.0,10.5,1003.9,0.0,0.0,Thursday,10,5.1,4.79,7.94,4.45,2.36,2.44,0.0,183.715,2,3,-7.151,193.182,212.496,135.357,183.08,249.1,0.061
2024-10-03 03:00:00,147.29,106.96,2216.34,66.49,9.78,7.06,27.0,45.0,6.7,1003.7,0.0,0.0,Thursday,10,5.0,4.68,7.7,4.21,2.38,2.04,0.0,177.57,3,3,-6.144,184.05,204.069,119.51,163.263,299.7,0.045
2024-10-03 04:00:00,140.63,102.4,1895.9,54.15,11.32,16.45,27.4,42.0,4.9,1004.1,0.0,0.0,Thursday,10,4.95,4.64,7.55,4.01,2.51,1.77,0.0,175.216,4,3,-2.354,178.834,193.776,109.407,150.127,287.7,0.042
2024-10-03 05:00:00,142.73,105.67,1869.2,54.15,13.47,18.6,25.3,50.0,4.3,1004.5,0.0,0.0,Thursday,10,4.97,4.67,7.53,4.01,2.67,1.67,0.0,176.904,5,3,1.688,176.564,184.873,105.01,143.55,169.51,0.05
2024-10-03 06:00:00,150.38,112.62,2082.82,65.8,16.45,9.12,25.0,59.0,4.5,1005.4,0.0,0.0,Thursday,10,5.02,4.73,7.64,4.2,2.86,1.7,0.0,180.493,6,3,3.589,177.538,180.794,106.897,144.58,122.5,0.059
2024-10-03 07:00:00,174.33,132.17,3044.13,82.25,22.41,0.75,24.5,68.0,5.9,1005.9,0.0,0.0,Thursday,10,5.17,4.89,8.02,4.42,3.15,1.93,0.0,190.587,7,3,10.094,182.662,180.748,116.82,155.813,105.35,0.068
2024-10-03 08:00:00,214.11,165.43,4966.74,98.71,28.815,4.96,27.0,58.0,7.5,1006.5,0.0,0.0,Thursday,10,5.37,5.11,8.51,4.6,3.4,2.14,0.0,215.795,8,3,25.208,195.625,186.094,136.74,179.607,121.5,0.058
2024-10-03 09:00:00,245.97,191.95,5888.17,122.01,28.815,11.62,28.5,49.0,6.2,1006.9,0.0,0.0,Thursday,10,5.51,5.26,8.68,4.81,3.4,1.97,0.0,242.077,9,3,26.281,216.153,196.845,163.183,211.47,168.15,0.049
2024-10-03 10:00:00,258.8,203.88,5888.17,156.28,25.99,28.97,29.6,46.0,4.9,1006.8,0.0,0.0,Thursday,10,5.56,5.32,8.68,5.06,3.3,1.77,0.0,253.899,10,3,11.823,237.257,209.959,187.087,239.627,222.0,0.046
2024-10-03 11:00:00,264.74,213.79,5714.42,175.48,25.51,87.98,30.3,48.0,3.6,1006.3,0.0,0.0,Thursday,10,5.58,5.37,8.65,5.17,3.28,1.53,0.0,263.72,11,3,9.821,253.232,224.429,203.207,256.503,187.86,0.048
2024-10-03 12:00:00,97.38,68.31,1161.58,32.56,28.815,191.69,30.9,50.0,6.5,1005.6,0.0,0.0,Thursday,10,4.59,4.24,7.06,3.51,3.4,2.01,0.0,157.614,12,3,-106.106,225.078,220.615,161.993,206.973,151.41,0.05
2024-10-03 13:00:00,81.47,56.6,747.68,15.42,28.815,208.85,31.1,51.0,7.8,1004.5,0.0,0.0,Thursday,10,4.41,4.05,6.62,2.8,3.4,2.17,0.0,151.568,13,3,-6.046,190.967,214.112,112.9,147.863,111.96,0.051
2024-10-03 14:00:00,77.08,54.73,687.6,12.68,28.815,220.3,31.4,50.0,6.9,1003.8,0.0,1.0,Thursday,10,4.36,4.02,6.53,2.62,3.4,2.07,0.69,148.35,14,3,-3.218,152.511,202.871,59.88,85.31,204.1,0.05
2024-10-03 15:00:00,85.01,62.57,1348.5,47.98,24.8,181.67,31.3,49.0,6.5,1003.0,0.0,4.0,Thursday,10,4.45,4.15,7.21,3.89,3.25,2.01,1.61,154.65,15,3,6.3,151.523,188.3,57.967,81.187,244.14,0.049
2024-10-03 16:00:00,99.33,74.87,2456.67,104.19,18.36,110.15,30.9,51.0,4.7,1002.5,0.0,0.0,Thursday,10,4.61,4.33,7.81,4.66,2.96,1.74,0.0,161.001,16,3,6.351,154.667,172.817,64.057,87.14,213.21,0.051
2024-10-03 17:00:00,108.54,82.12,3524.78,154.91,15.26,36.48,29.7,64.0,1.9,1002.8,0.0,1.0,Thursday,10,4.7,4.42,8.17,5.05,2.79,1.06,0.69,164.745,17,3,3.743,160.132,156.322,73.187,97.627,193.05,0.064
2024-10-03 18:00:00,126.86,96.71,5020.14,186.44,19.31,1.45,29.0,61.0,2.3,1003.4,0.0,1.0,Thursday,10,4.85,4.58,8.52,5.23,3.01,1.19,0.69,172.278,18,3,7.533,166.008,158.765,84.567,111.577,136.3,0.061
2024-10-03 19:00:00,158.92,123.54,5888.17,189.445,26.7,0.0,26.3,73.0,3.2,1003.8,0.0,0.0,Thursday,10,5.07,4.82,8.68,5.25,3.32,1.44,0.0,186.131,19,3,13.853,174.385,164.526,100.79,131.44,49.97,0.073
2024-10-03 20:00:00,191.45,150.37,5888.17,189.445,28.815,0.0,26.0,67.0,3.9,1004.2,0.0,0.0,Thursday,10,5.26,5.02,8.68,5.25,3.4,1.59,0.0,199.985,20,3,13.853,186.131,173.132,123.54,159.077,59.8,0.067
2024-10-03 21:00:00,227.88,181.46,5888.17,189.445,28.815,0.0,27.2,57.0,3.9,1004.4,0.0,0.0,Thursday,10,5.43,5.21,8.68,5.25,3.4,1.59,0.0,231.681,21,3,31.697,205.932,185.97,151.79,192.75,87.04,0.057
2024-10-03 22:00:00,251.04,199.41,5888.17,189.445,28.815,0.0,27.9,52.0,4.5,1004.6,0.0,0.0,Thursday,10,5.53,5.3,8.68,5.25,3.4,1.7,0.0,249.469,22,3,17.788,227.045,200.715,177.08,223.457,108.81,0.052
2024-10-03 23:00:00,245.2,190.1,5888.17,189.445,28.815,0.0,28.1,51.0,6.1,1004.5,0.0,0.0,Thursday,10,5.51,5.25,8.68,5.25,3.4,1.96,0.0,240.243,23,3,-9.226,240.465,213.298,190.323,241.373,109.59,0.051
2024-10-04 00:00:00,221.39,166.77,5888.17,189.445,28.815,0.0,26.8,58.0,7.4,1004.6,0.0,0.0,Friday,10,5.4,5.12,8.68,5.25,3.4,2.13,0.0,217.123,0,4,-23.12,235.612,220.772,185.427,239.21,120.6,0.058
2024-10-04 01:00:00,194.5,141.53,4753.11,157.65,28.815,0.0,24.6,69.0,9.7,1004.4,0.0,0.0,Friday,10,5.28,4.96,8.47,5.07,3.4,2.37,0.0,195.42,1,4,-21.703,217.596,222.32,166.133,220.363,150.06,0.069
2024-10-04 02:00:00,169.93,119.3,3471.37,116.53,21.93,0.01,24.4,69.0,9.5,1004.3,0.0,0.0,Friday,10,5.14,4.79,8.15,4.77,3.13,2.35,0.0,183.942,2,4,-11.478,198.829,219.647,142.533,195.273,180.56,0.069
2024-10-04 03:00:00,149.95,103.74,2563.48,85.68,16.21,0.34,24.4,66.0,8.2,1004.4,0.0,0.0,Friday,10,5.02,4.65,7.85,4.46,2.85,2.22,0.0,175.908,3,4,-8.034,185.09,210.351,121.523,171.46,180.56,0.066
2024-10-04 04:00:00,138.34,95.86,2029.42,62.38,13.23,3.04,24.5,66.0,8.6,1004.7,0.0,0.0,Friday,10,4.94,4.57,7.62,4.15,2.66,2.26,0.0,171.839,4,4,-4.069,177.23,197.413,106.3,152.74,237.65,0.066
2024-10-04 05:00:00,133.55,93.75,1735.69,48.67,11.56,10.55,24.6,66.0,9.2,1004.9,0.0,0.0,Friday,10,4.9,4.55,7.46,3.91,2.53,2.32,0.0,170.75,5,4,-1.089,172.832,185.83,97.783,140.613,233.7,0.066
2024-10-04 06:00:00,129.29,91.71,1682.28,47.3,10.49,13.77,24.1,72.0,9.1,1005.7,0.0,0.0,Friday,10,4.87,4.53,7.43,3.88,2.44,2.31,0.0,169.696,6,4,-1.053,170.762,177.926,93.773,133.727,197.62,0.072
2024-10-04 07:00:00,133.28,95.69,2349.85,65.12,11.68,1.56,25.3,69.0,10.2,1006.2,0.0,0.0,Friday,10,4.9,4.57,7.76,4.19,2.54,2.42,0.0,171.751,7,4,2.055,170.733,173.981,93.717,132.04,217.58,0.069
2024-10-04 08:00:00,145.22,105.88,3738.4,85.0,14.54,5.72,27.4,65.0,11.0,1006.6,0.0,0.0,Friday,10,4.99,4.67,8.23,4.45,2.74,2.48,0.0,177.013,8,4,5.261,172.82,172.826,97.76,135.93,252.08,0.065
2024-10-04 09:00:00,140.75,102.91,4219.06,108.3,15.74,20.56,28.9,59.0,7.7,1007.0,0.0,0.0,Friday,10,4.95,4.64,8.35,4.69,2.82,2.16,0.0,175.479,9,4,-1.534,174.748,172.755,101.493,139.75,262.99,0.059
2024-10-04 10:00:00,137.27,100.11,3952.03,115.16,15.74,47.21,29.9,55.0,2.8,1007.2,0.0,0.0,Friday,10,4.93,4.62,8.28,4.75,2.82,1.34,0.0,174.034,10,4,-1.446,175.509,173.121,102.967,141.08,304.98,0.055
2024-10-04 11:00:00,134.6,99.05,3204.35,100.08,15.97,108.72,30.5,54.0,4.7,1007.0,0.0,0.0,Friday,10,4.91,4.61,8.07,4.62,2.83,1.74,0.0,173.486,11,4,-0.547,174.333,173.577,100.69,137.54,335.5,0.054
2024-10-04 12:00:00,80.1,55.74,814.44,15.94,21.22,180.24,30.9,54.0,5.8,1006.5,0.0,7.0,Friday,10,4.4,4.04,6.7,2.83,3.1,1.92,2.08,151.124,12,4,-22.362,166.215,170.481,84.967,117.323,237.93,0.054
2024-10-04 13:00:00,63.93,42.57,554.08,8.91,17.17,173.09,31.5,49.0,4.9,1005.6,0.0,43.0,Friday,10,4.17,3.77,6.32,2.29,2.9,1.77,3.78,118.409,13,4,-32.715,147.673,161.591,65.787,92.877,88.2,0.049
2024-10-04 14:00:00,58.16,38.36,527.38,9.85,16.69,163.08,31.0,43.0,7.2,1005.4,0.0,35.0,Friday,10,4.08,3.67,6.27,2.38,2.87,2.1,3.58,108.042,14,4,-10.366,125.858,150.096,45.557,67.397,145.7,0.043
2024-10-04 15:00:00,61.31,41.19,847.82,28.79,19.79,137.33,31.0,41.0,6.0,1005.0,0.0,61.0,Friday,10,4.13,3.74,6.74,3.39,3.03,1.95,4.13,115.011,15,4,6.968,113.82,140.018,40.707,61.133,179.8,0.041
2024-10-04 16:00:00,72.06,49.93,1535.42,68.55,24.08,88.69,30.8,41.0,2.6,1005.2,0.0,73.0,Friday,10,4.29,3.93,7.34,4.24,3.22,1.28,4.3,136.531,16,4,21.521,119.861,133.767,43.16,63.843,150.92,0.041
2024-10-04 17:00:00,82.05,57.58,2349.85,116.53,26.46,30.76,29.5,53.0,2.5,1005.1,0.0,82.0,Friday,10,4.42,4.07,7.76,4.77,3.31,1.25,4.42,152.074,17,4,15.543,134.539,130.198,49.567,71.807,212.4,0.053
2024-10-04 18:00:00,95.64,68.5,3685.0,141.2,27.18,0.88,27.1,65.0,4.5,1005.4,0.0,4.0,Friday,10,4.57,4.24,8.21,4.96,3.34,1.7,1.61,157.712,18,4,5.638,148.772,131.296,58.67,83.25,162.6,0.065
2024-10-04 19:00:00,118.68,87.01,5287.17,137.09,24.56,0.0,25.8,62.0,7.3,1005.4,0.0,0.0,Friday,10,4.78,4.48,8.57,4.93,3.24,2.12,0.0,167.27,19,4,9.557,159.019,139.44,71.03,98.79,67.08,0.062
2024-10-04 20:00:00,144.34,107.22,5888.17,135.72,21.22,0.0,24.6,67.0,6.2,1005.9,0.0,0.0,Friday,10,4.98,4.68,8.68,4.92,3.1,1.97,0.0,177.705,20,4,10.435,167.562,151.05,87.577,119.553,61.5,0.067
2024-10-04 21:00:00,162.93,119.43,5888.17,137.09,21.22,0.0,24.3,68.0,5.9,1006.3,0.0,0.0,Friday,10,5.1,4.79,8.68,4.93,3.1,1.93,0.0,184.009,21,4,6.304,176.328,162.55,104.553,141.983,109.35,0.068
2024-10-04 22:00:00,175.9,125.89,5874.63,142.57,24.32,0.0,24.8,62.0,7.5,1006.6,0.0,0.0,Friday,10,5.18,4.84,8.68,4.97,3.23,2.14,0.0,187.345,22,4,3.336,183.02,171.019,117.513,161.057,181.04,0.062
2024-10-04 23:00:00,181.96,129.29,5821.23,149.43,27.66,0.0,24.9,62.0,8.3,1006.8,0.0,0.0,Friday,10,5.21,4.87,8.67,5.01,3.36,2.23,0.0,189.1,23,4,1.756,186.818,177.19,124.87,173.597,154.38,0.062
2024-10-05 00:00:00,176.33,127.05,5767.82,153.54,28.815,0.0,24.6,64.0,8.5,1007.0,0.0,0.0,Saturday,10,5.18,4.85,8.66,5.04,3.4,2.25,0.0,187.944,0,5,-1.157,188.13,182.229,127.41,178.063,145.14,0.064
2024-10-05 01:00:00,166.08,121.83,5340.58,150.8,28.815,0.0,24.4,65.0,8.6,1006.8,0.0,0.0,Saturday,10,5.12,4.81,8.58,5.02,3.4,2.26,0.0,185.248,1,5,-2.695,187.431,185.225,126.057,174.79,183.0,0.065
2024-10-05 02:00:00,156.08,115.57,4806.52,143.95,28.815,0.0,24.0,69.0,8.4,1006.8,0.0,0.0,Saturday,10,5.06,4.76,8.48,4.98,3.4,2.24,0.0,182.016,2,5,-3.232,185.069,185.944,121.483,166.163,199.2,0.069
2024-10-05 03:00:00,144.18,107.63,4165.65,137.09,26.94,0.0,24.0,69.0,7.8,1006.8,0.0,0.0,Saturday,10,4.98,4.69,8.33,4.93,3.33,2.17,0.0,177.916,3,5,-4.1,181.727,184.928,115.01,155.447,204.0,0.069
2024-10-05 04:00:00,135.84,102.44,3578.19,127.49,25.75,0.0,23.9,69.0,7.9,1007.0,0.0,0.0,Saturday,10,4.92,4.64,8.18,4.86,3.29,2.19,0.0,175.237,4,5,-2.68,178.39,182.91,108.547,145.367,203.15,0.069
2024-10-05 05:00:00,134.16,102.05,3257.75,120.64,25.27,0.01,24.0,69.0,8.1,1007.2,0.0,0.0,Saturday,10,4.91,4.64,8.09,4.8,3.27,2.21,0.0,175.035,5,5,-0.201,176.063,180.566,104.04,138.06,206.4,0.069
